persistent_identifier,title,contact_owner,contact_originator,contact_metadata,contact_PointOfContact,contact_PrincipalInvestigator,contact_publisher,contact_processor,contact_data_structure_definition,subject,description,date_publication,date_download,format,langage,relation_source_download,relation_source_dataset,rights,source,lineage,supplemental_information,database_table_name,source_dataset_path_dataset
codelist_mapping_species_iattc_speciesgroup_tunaatlas,Code list mapping: species used by IATTC to groups of species used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr;emmanuel.chassot@ird.fr;evgeny.romanov@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the Inter-American Tropical Tuna Commission (IATTC) and codes for groups of species used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-09-02,,,,,,IATTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
codelist_mapping_catchtype_iccat_catchtype_tunaatlas,Code list mapping: types of catch used by ICCAT to types of catch used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for types of catch used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) and codes for types of catch used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-04-05,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,catchtype.catchtype_mapping,
codelist_mapping_effortunit_iccat_effortunit_rfmos,Code list mapping: units of fishing effort used by ICCAT to units of fishing effort used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for units of fishing effort used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) and codes for units of fishing effort used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-04-05,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,unit.effortunit_mapping,
codelist_mapping_flag_iccat_flag_fao_cwp,Code list mapping: flags used by ICCAT task2 datasets to ISO countries or areas codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for flags used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) catch-and-efforts (task 2) datasets and 3-alpha country or area code of the International Organization for Standardization (ISO). This mapping was realized by IRD.,,2016-04-05,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,flag.flag_mapping,
codelist_mapping_flag_iccat_from_ncandcas_flag_fao_cwp,"Code list mapping: codes for flags used by ICCAT nominal catch, catch-at-size and catch-and-effort by operation mode datasets to ISO countries or areas codes",ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,"Mapping (i.e. correspondance) between codes for flags used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) nominal catch (task 1), catch-at-size and catch-and-effort by operation mode (task 2 by opeation mode) datasets and 3-alpha country or area code of the International Organization for Standardization (ISO). This mapping was realized by IRD.",,2016-07-04,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,flag.flag_mapping,
codelist_mapping_flag_iccat_from_ncandcas_flag_iccat,"Code list mapping: codes for flags used by ICCAT nominal catch, catch-at-size and catch-and-effort by operation mode datasets to codes for flags used by ICCAT catch-and-effort standard datasets",ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,"Mapping (i.e. correspondance) between codes for flags used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) nominal catch (task 1), catch-at-size and catch-and-effort by operation mode (task 2 by operation mode) datasets and codes for flags used in ICCAT task2 datasets. This mapping was realized by IRD.",,2017-03-09,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,flag.flag_mapping,
codelist_mapping_gear_iccat_geargroup_tunaatlas,Code list mapping: gears used by ICCAT to groups of gears used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) and codes for groups of gears used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-03-14,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_gear_iccat_isscfg_revision_1,Code list mapping: gears used by ICCAT to the ISSCFG codes,ird@ird.fr,paul.taconet@ird.fr;carlos.palma@iccat.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) and codes of the International Standard Statistical Classification of Fishing Gear (ISSCFG). This mapping was realized by the CCSBT in collaboration with IRD and the Food and Agriculture Organization of the United Nations in the frame of the Coordinating Working Party on Fishery Statistics (CWP) activities.,,2017-06-06,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_schooltype_iccat_schooltype_rfmos,Code list mapping: types of schools used by ICCAT to types of schools used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for types of schools used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) and codes for types of schools used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2017-03-01,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,schooltype.schooltype_mapping,
codelist_mapping_species_iccat_species_asfis,Code list mapping: species used by ICCAT to the ASFIS codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) and the 3-alpha codes of the ASFIS List of Species for Fishery Statistics Purposes. This mapping was realized by IRD.,,2016-03-14,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
codelist_mapping_species_iccat_speciesgroup_tunaatlas,Code list mapping: species used by ICCAT to groups of species used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr;emmanuel.chassot@ird.fr;evgeny.romanov@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the International Commission for the Conservation of Atlantic Tunas (ICCAT) and codes for groups of species used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-09-02,,,,,,ICCAT,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
codelist_mapping_catchtype_iotc_catchtype_tunaatlas,Code list mapping: types of catch used by IOTC to types of catch used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,"Mapping (i.e. correspondance) between codes for types of catch used by the Indian Ocean Tuna Commission (IOTC) and codes for types of catch used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. Presently, the IOTC does not have any catch type code list, since the public datasets do not have a catch type detail. This table was created by the database manager in order to standardize the organization of the code lists and to facilitate the integration of the data within the Sardara database. This mapping was realized by IRD.",,2016-04-05,,,,,,IOTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,catchtype.catchtype_mapping,
codelist_mapping_effortunit_iotc_effortunit_rfmos,Code list mapping: units of fishing effort used by IOTC to units of fishing effort used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for units of fishing effort used by the Indian Ocean Tuna Commission (IOTC) and codes for units of fishing effort used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-04-05,,,,,,IOTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,unit.effortunit_mapping,
codelist_mapping_flag_iotc_flag_fao_cwp,Code list mapping: flags used by IOTC to ISO countries or areas codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for flags used by the Indian Ocean Tuna Commission (IOTC) and 3-alpha country or area code of the International Organization for Standardization (ISO). This mapping was realized by IRD.,,2016-03-14,,,,,,IOTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,flag.flag_mapping,
codelist_mapping_gear_iotc_isscfg_revision_1,Code list mapping: gears used by IOTC to the ISSCFG codes,ird@ird.fr,paul.taconet@ird.fr;fabio.fiorellato@iotc.org,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the Indian Ocean Tuna Commission (IOTC) and codes of the International Standard Statistical Classification of Fishing Gear (ISSCFG). This mapping was realized by the CCSBT in collaboration with IRD and the Food and Agriculture Organization of the United Nations in the frame of the Coordinating Working Party on Fishery Statistics (CWP) activities.,,2017-03-20,,,,,,IOTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_gear_iotc_geargroup_tunaatlas,Code list mapping: gears used by IOTC to groups of gears used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the Indian Ocean Tuna Commission (IOTC) and codes for groups of gears used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-03-14,,,,,,IOTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_schooltype_iotc_schooltype_rfmos,Code list mapping: types of schools used by IOTC to types of schools used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for types of schools used by the Indian Ocean Tuna Commission (IOTC) and codes for types of schools used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2017-03-01,,,,,,IOTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,schooltype.schooltype_mapping,
codelist_mapping_species_iotc_species_asfis,Code list mapping: species used by IOTC to the ASFIS codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the Indian Ocean Tuna Commission (IOTC) and the 3-alpha codes of the ASFIS List of Species for Fishery Statistics Purposes. This mapping was realized by IRD.,,2016-03-14,,,,,,IOTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
codelist_mapping_species_iotc_speciesgroup_tunaatlas,Code list mapping: species used by IOTC to groups of species used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr;emmanuel.chassot@ird.fr;evgeny.romanov@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the Indian Ocean Tuna Commission (IOTC) and codes for groups of species used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-09-02,,,,,,IOTC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
codelist_mapping_effortunit_sardara_effortunit_rfmos,Code list mapping: units of fishing effort used in the previous version of the IRD Tuna Atlas to units of fishing effort used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for units of fishing effort used in the previous version of the French National Research Institute for Sustainable Development (IRD) Tuna Atlas and codes for units of fishing effort used in the new IRD Tuna Atlas. This mapping was realized by IRD.,,2016-07-11,,,,,,IRD,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,unit.effortunit_mapping,
codelist_mapping_isscfg_revision_1_geargroup_tunaatlas,Code list mapping: gears used in the ISSCFG to groups of gears used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Code list mapping: gears used in the ISSCFG to groups of gears used in the IRD Tuna Atlas,,2017-05-10,,,,,,IRD,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_catchtype_wcpfc_catchtype_tunaatlas,Code list mapping: types of catch used by WCPFC to types of catch used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,"Mapping (i.e. correspondance) between codes for types of catch used by the Western and Central Pacific Fisheries Commission (WCPFC) and codes for types of catch used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. Presently, the WCPFC does not have any catch type code list, since the public datasets do not have a catch type detail. This table was created by the database manager in order to standardize the organization of the code lists and to facilitate the integration of the data within the Sardara database. This mapping was realized by IRD.",,2016-04-05,,,,,,WCPFC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,catchtype.catchtype_mapping,
codelist_mapping_effortunit_wcpfc_effortunit_rfmos,Code list mapping: units of fishing effort used by WCPFC to units of fishing effort used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for units of fishing effort used by the Western and Central Pacific Fisheries Commission (WCPFC) and codes for units of fishing effort used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-04-05,,,,,,WCPFC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,unit.effortunit_mapping,
codelist_mapping_flag_wcpfc_flag_fao_cwp,Code list mapping: flags used by WCPFC to ISO countries or areas codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for flags used by the Western and Central Pacific Fisheries Commission (WCPFC) and 3-alpha country or area code of the International Organization for Standardization (ISO). This mapping was realized by IRD.,,2016-03-14,,,,,,WCPFC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,flag.flag_mapping,
codelist_mapping_gear_wcpfc_isscfg_revision_1,Code list mapping: gears used by WCPFC to the ISSCFG codes,ird@ird.fr,paul.taconet@ird.fr;PeterW@spc.int,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the Western and Central Pacific Fisheries Commission (WCPFC) and codes of the International Standard Statistical Classification of Fishing Gear (ISSCFG). This mapping was realized by the CCSBT in collaboration with IRD and the Food and Agriculture Organization of the United Nations in the frame of the Coordinating Working Party on Fishery Statistics (CWP) activities.,,2017-03-20,,,,,,WCPFC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_gear_wcpfc_geargroup_tunaatlas,Code list mapping: gears used by WCPFC to groups of gears used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for gears used by the Western and Central Pacific Fisheries Commission (WCPFC) and codes for groups of gears used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-03-14,,,,,,WCPFC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,gear.gear_mapping,
codelist_mapping_schooltype_wcpfc_schooltype_rfmos,Code list mapping: types of schools used by WCPFC to types of schools used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for types of schools used by the Western and Central Pacific Fisheries Commission (WCPFC) and codes for types of schools used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2017-03-01,,,,,,WCPFC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,schooltype.schooltype_mapping,
codelist_mapping_species_wcpfc_speciesgroup_tunaatlas,Code list mapping: species used by WCPFC to groups of species used in the IRD Tuna Atlas,ird@ird.fr,paul.taconet@ird.fr;emmanuel.chassot@ird.fr;evgeny.romanov@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the Western and Central Pacific Fisheries Commission (WCPFC) and codes for groups of species used in the French National Research Institute for Sustainable Development (IRD) Tuna Atlas. This mapping was realized by IRD.,,2016-09-02,,,,,,WCPFC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
codelist_mapping_species_wcpfc_species_asfis,Code list mapping: species used by WCPFC to the ASFIS codes,ird@ird.fr,paul.taconet@ird.fr,paul.taconet@ird.fr;julien.barde@ird.fr;emmanuel.blondel@ird.fr,paul.taconet@ird.fr,emmanuel.chassot@ird.fr,ird@ird.fr,paul.taconet@ird.fr,,,Mapping (i.e. correspondance) between codes for species used by the Western and Central Pacific Fisheries Commission (WCPFC) and the 3-alpha codes of the ASFIS List of Species for Fishery Statistics Purposes. This mapping was realized by IRD.,,2016-03-14,,,,,,WCPFC,"step1: Codes from source and target code lists were matched.
step2: The resulting CSV file of mapping was integrated into the Sardara database.",,species.species_mapping,
